State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,18/07/2023,4000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/07/2023,4000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/07/2023,4000,4400,4400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/07/2023,10000,10000,10000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/08/2023,4000,6000,6000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/08/2023,4400,6000,6000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/09/2023,3200,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/09/2023,2400,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,11/09/2023,1800,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/09/2023,1600,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/09/2023,1600,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,18/09/2023,1600,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/09/2023,1600,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,29/09/2023,1500,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,04/10/2023,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/10/2023,1200,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,31/10/2023,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/11/2023,2000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/11/2023,2000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,09/11/2023,2500,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,15/11/2023,3000,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/11/2023,2500,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/11/2023,3000,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/11/2023,3000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/11/2023,4000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/11/2023,4000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/12/2023,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,15/12/2023,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/12/2023,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/12/2023,1000,1800,1800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/06/2024,400,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,04/06/2024,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/06/2024,600,1400,1400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/06/2024,1000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/06/2024,600,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/06/2024,600,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/05/2024,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/05/2024,800,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/05/2024,600,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/05/2024,500,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/05/2024,500,1000,1000,78
